SEC_TERM,COURSE_SECTIONS_ID,SEC_STATUS,SEC_COMMENTS,SEC_PRINTED_COMMENTS,SEC_START_DATE,SEC_END_DATE,SEC_SUBJECT,SEC_COURSE_NO,SEC_NO,SEC_SHORT_TITLE,SEC_MIN_CRED,CSM_START_TIME,CSM_END_TIME,CSM_MONDAY,CSM_TUESDAY,CSM_WEDNESDAY,CSM_THURSDAY,CSM_FRIDAY,CSM_SATURDAY,CSM_SUNDAY,CSM_BLDG,CSM_ROOM,CSM_INSTR_METHOD,SEC_FACULTY_INFO,STUDENTS_AND_RESERVED_SEATS,SEC_CAPACITY,SEC_SCHED_CAPACITY,WAITLIST,XL_CAPACITY,XL_WAITLIST_MAX,CHARGE_AMT_1,CHARGE_AMT_2,CHARGE_AMT_3,AR_CODE_2,AR_CODE_3,sect_AW,sect_FAR,sect_HIS,sect_LIT,sect_CEA,sect_CL,sect_CD,sect_ER,sect_PHL,sect_THE,sect_FYC,sect_GD,sect_ILC,sect_IW,sect_ND,sect_NS,sect_OC,sect_PR,sect_QA,sect_SL,sect_SS,sect_WI,sect_PS,PREREQ,SEC_FACULTY_CONSENT_FLAG,SEC_PETITION_REQD_FLAG,SEC_HIDE_IN_CATALOG,CSM_START_DATE,CSM_END_DATE,NEEDS_BUILD,SEC_OVERRIDE_CRS_REQS_FLAG,SEC_OVR_PREREG_START_DATE,SEC_OVR_ADD_START_DATE,SEC_OVR_DROP_GR_REQD_DATE,SEC_OVR_DROP_END_DATE,SEC_ACAD_LEVEL,SEC_NO_WEEKS,SEC_XLIST,SEC_GRADE_SCHEME,SEC_CRED_TYPE,SEC_REG_RETAKE_POLICY,SEC_BILLING_CRED,SEC_BILLING_METHOD,SEC_BILLING_PERIOD_TYPE,SEC_MIN_ENROLL,SEC_ONLY_PASS_NOPASS_FLAG,SEC_ALLOW_PASS_NOPASS_FLAG,SEC_ALLOW_AUDIT_FLAG,SEC_ALLOW_WAITLIST_FLAG,SEC_WAITLIST_MAX,SEC_WAITLIST_NO_DAYS,SEC_CLOSE_WAITLIST_FLAG,CSM_ROOM_SCHED_TERM,SEC_SYNONYM,SEC_COURSE,SEC_NAME,SEC_MEETING_INFO,SEC_FIRST_MEETING_DATE,SEC_LAST_MEETING_DATE,Unnamed: 95,Unnamed: 96,TEST_INDEX
2024SP,20471,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ENLT,216,A,Understanding Poetry,3.0,12:00:00,12:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,212,LEC,L. Graham,18.0,18.0,18.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,LIT,-,-,-,-,-,-,-,-,-,IW,-,-,-,-,-,-,-,WI,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,UL,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19637,2091,ENLT-216-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, Simperman Hall, Room 212",Jan 17 2024,May  8 2024,Unknown,Unknown,288
2024SP,20141,C,Unknown,Unknown,Jan 17 2024,May  9 2024,ENLT,365,A,Young Adult Literature,3.0,18:30:00,21:00:00,Y,-,-,-,-,Unknown,Unknown,Unknown,Unknown,LEC,K. Peterson,0.0,10.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,LIT,-,CL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Needs Build,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,676.0,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19307,2153,ENLT-365-A,"01/17/2024-05/09/2024 Lecture Monday 06:30PM - 09:00PM, Room to be Announced",Jan 17 2024,May  9 2024,Unknown,Unknown,289
2024SP,20480,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ENLT,383,A,20th Century British Lit,3.0,09:00:00,09:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,234,LEC,L. Graham,13.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,LIT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19646,337,ENLT-383-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 09:00AM - 09:50AM, Simperman Hall, Room 234",Jan 17 2024,May  8 2024,Unknown,Unknown,290
2024SP,20481,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ENLT,397,A,20th Cen U.S. Lit: Short Story,3.0,14:15:00,15:30:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,234,LEC,K. Stewart,8.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,LIT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19647,345,ENLT-397-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, Simperman Hall, Room 234",Jan 18 2024,May  9 2024,Unknown,Unknown,291
2024SP,20472,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ENWR,264,A,Intro Creative Writing (WI),3.0,11:00:00,12:15:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,234,LEC,L. Graham,15.0,16.0,16.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,IW,-,-,-,-,-,-,-,WI,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,N,Y,Y,10.0,3.0,Y,2024SP,19638,382,ENWR-264-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, Simperman Hall, Room 234",Jan 18 2024,May  9 2024,Unknown,Unknown,292
2024SP,20473,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ENWR,305,A,Workplace Writing (WI),3.0,18:00:00,20:30:00,-,-,Y,-,-,Unknown,Unknown,OCON,101,LEC,P. Spencer,35.0,28.0,28.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,IW,-,-,-,-,-,-,-,WI,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,N,Y,Y,10.0,3.0,Y,2024SP,19639,390,ENWR-305-A,"01/17/2024-05/08/2024 Lecture Wednesday 06:00PM - 08:30PM, O'Connell Hall, Room 101",Jan 17 2024,May  8 2024,Unknown,Unknown,293
2024SP,20474,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ENWR,306,A,Writing for the Media (WI),3.0,18:00:00,21:00:00,-,Y,-,-,-,Unknown,Unknown,STCH,140,LEC,B. Northup,6.0,25.0,25.0,Unknown,Unknown,Unknown,20.0,Unknown,Unknown,Unknown,Unknown,AW,-,-,-,-,CL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WI,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,681.0,+,INST,R2,3.0,T,T,4,N,N,Y,Y,10.0,3.0,Y,2024SP,19640,391,ENWR-306-A,"01/23/2024-05/07/2024 Lecture Tuesday 06:00PM - 09:00PM, St. Charles Hall, Room 140",Jan 23 2024,May  7 2024,Unknown,Unknown,294
2024SP,20476,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ENWR,461,A,Adv Creative Writing (WI),1.0,15:45:00,17:00:00,Y,-,Y,-,-,Unknown,Unknown,SIMP,234,LEC,K. Stewart,7.0,14.0,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WI,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,UL,Unknown,T,T,4,N,N,Y,Y,10.0,3.0,Y,2024SP,19642,398,ENWR-461-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 03:45PM - 05:00PM, Simperman Hall, Room 234",Jan 17 2024,May  8 2024,Unknown,Unknown,296
2024SP,20768,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ES,124,A,Climate and Environment,3.0,10:00:00,10:50:00,Y,-,Y,-,Y,Unknown,Unknown,STCH,34,LEC,P. Heiser,37.0,36.0,36.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NS,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19915,2502,ES-124-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, St. Charles Hall, Room 034",Jan 17 2024,May  8 2024,Unknown,Unknown,299
2024SP,20769,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ES,134,A,Climate and Environment Lab,1.0,14:15:00,17:00:00,-,-,Y,-,-,Unknown,Unknown,SIMP,214,LAB,P. Heiser,17.0,15.0,18.0,Unknown,Unknown,Unknown,60.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NS,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,1.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19916,2553,ES-134-A,"01/17/2024-05/08/2024 Lab Wednesday 02:15PM - 05:00PM, Simperman Hall, Room 214",Jan 17 2024,May  8 2024,Unknown,Unknown,300
2024SP,20770,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ES,134,B,Climate and Environment Lab,1.0,14:15:00,17:00:00,-,-,-,Y,-,Unknown,Unknown,SIMP,214,LAB,P. Heiser,20.0,21.0,21.0,Unknown,Unknown,Unknown,60.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NS,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,1.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19917,2553,ES-134-B,"01/18/2024-05/09/2024 Lab Thursday 02:15PM - 05:00PM, Simperman Hall, Room 214",Jan 18 2024,May  9 2024,Unknown,Unknown,301
2024SP,20772,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ES,220,A,Topics in Conserv Biology,3.0,11:00:00,11:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,231,LEC,D. Hokit,13.0,13.0,13.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,UL,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19919,401,ES-220-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 11:00AM - 11:50AM, Simperman Hall, Room 231",Jan 17 2024,May  8 2024,Unknown,Unknown,303
2024SP,20755,A,Unknown,Unknown,Mar 18 2024,May  9 2024,ES,253,A,Field Zoology: Ornithology,2.0,10:00:00,10:50:00,Y,-,-,-,-,Unknown,Unknown,SIMP,214,LEC,D. Hokit,4.0,18.0,Unknown,Unknown,Unknown,Unknown,60.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Mar 18 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,2.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19902,2531,ES-253-A,"03/18/2024-05/09/2024 Lecture Monday 10:00AM - 10:50AM, Simperman Hall, Room 214 (more)...",Mar 18 2024,May  9 2024,Unknown,Unknown,304
2024SP,20828,A,Unknown,Unknown,Jan 17 2024,May  9 2024,ES,382,A,Landscape Analysis,4.0,15:30:00,18:15:00,Y,-,-,-,-,Unknown,Unknown,SIMP,214,LAB,P. Heiser,9.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,AW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,4.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19970,2556,ES-382-A,"01/17/2024-05/09/2024 Lab Monday 03:30PM - 06:15PM, Simperman Hall, Room 214 (more)...",Jan 17 2024,May  8 2024,Unknown,Unknown,306
2024SP,20336,A,Unknown,Unknown,Jan 17 2024,May  9 2024,FR,102,A,Elementary French II (CD)(GD),3.0,12:00:00,12:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,114,LEC,J. Crohas,4.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,CD,-,-,-,-,GD,-,-,-,-,OC,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19502,70,FR-102-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, Simperman Hall, Room 114",Jan 17 2024,May  8 2024,Unknown,Unknown,316
2024SP,20340,A,Unknown,"French Cooking & GastronomyýThis elective course is designed to provide an overview of Frenchýcooking andýgastronomy, through theory and hands-on practice. As we willýtechniques, traditions, chefs, and specialties of French cuisine,ýstudents willýunderstand its diversity, influences, and history, as well as itsýimportance in theýFrench and francophone culture and society and experiment itýthrough cookingýand tasting during the class period. Students will also beýintroduced to someýtraditional dishes from the Francophone world. Bon appétit!ýThis course is a dual-level course designed for both studentsýwith backgroundýin French and students with no previous knowledge of French.ýThough Englishýwill be the main language in class, French will be used as oftenýas possibleýduring the class period.",Jan 17 2024,May  9 2024,FR,189,A,French Cooking & Gastronomy,3.0,15:45:00,18:30:00,Y,-,-,-,-,Unknown,Unknown,STCH,17,LEC,J. Crohas,8.0,9.0,9.0,Unknown,Unknown,Unknown,50.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,CD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,UL,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19506,1605,FR-189-A,"01/22/2024-05/06/2024 Lecture Monday 03:45PM - 06:30PM, St. Charles Hall, Room 017",Jan 22 2024,May  6 2024,Unknown,Unknown,317
2024SP,20337,A,Unknown,Unknown,Jan 17 2024,May  9 2024,FR,204,A,Intermediate French II CD/GD,3.0,13:00:00,13:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,212,LEC,J. Crohas,3.0,20.0,24.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,LIT,-,-,CD,-,-,-,-,GD,-,-,-,-,OC,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19503,75,FR-204-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 01:00PM - 01:50PM, Simperman Hall, Room 212",Jan 17 2024,May  8 2024,Unknown,Unknown,318
2024SP,20338,A,Unknown,Unknown,Jan 17 2024,May  9 2024,FR,304,A,FR &Francophone Civil/Cult CD,3.0,14:15:00,15:30:00,Y,-,Y,-,-,Unknown,Unknown,SIMP,345,LEC,J. Crohas,2.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,CD,-,-,-,-,GD,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19504,81,FR-304-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 02:15PM - 03:30PM, Simperman Hall, Room 345",Jan 17 2024,May  8 2024,Unknown,Unknown,319
2024SP,20825,A,Unknown,"This course is designed to provide an overview of French cookingýandýgastronomy, through theory and hands-on practice. As we willýsurvey the mainýtechniques, traditions, chefs, and specialties of French cuisine,ýstudents willýunderstand its diversity, influences, and history, as well as itsýimportance in theýFrench and francophone culture and society and experiment itýthrough cookingýand tasting during the class period. Students will also beýintroduced to someýtraditional dishes from the Francophone world. Bon appétit!ýThis course is a dual-level course designed for both studentsýwith backgroundýin French and students with no previous knowledge of French.ýThough Englishýwill be the main language in class, French will be used as oftenýas possibleýduring the class period.ýPriority will be given to students who already took courses inýFrench.",Jan 17 2024,May  9 2024,FR,389,A,French Cooking & Gastronomy,3.0,15:45:00,18:30:00,Y,-,-,-,-,Unknown,Unknown,STCH,17,LEC,J. Crohas,3.0,4.0,4.0,Unknown,Unknown,Unknown,50.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,CD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,Y,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,UL,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19967,1606,FR-389-A,"01/22/2024-05/06/2024 Lecture Monday 03:45PM - 06:30PM, St. Charles Hall, Room 017",Jan 22 2024,May  6 2024,Unknown,Unknown,320
2024SP,20367,A,Unknown,Unknown,Jan 17 2024,May  9 2024,GIS,230,A,Adv Geographic Info Systems,3.0,12:30:00,14:00:00,-,Y,-,Y,-,Unknown,Unknown,SIMP,146,LEC,E. Spangenberg,3.0,15.0,15.0,Unknown,Unknown,Unknown,65.0,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19533,2585,GIS-230-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 12:30PM - 02:00PM, Simperman Hall, Room 146",Jan 18 2024,May  9 2024,Unknown,Unknown,322
2024SP,20658,C,Unknown,Unknown,Jan 17 2024,May  9 2024,GNDR,258,A,Theology & Gender,3.0,09:00:00,09:50:00,Y,-,Y,-,Y,Unknown,Unknown,Unknown,Unknown,LEC,J. Ries,0.0,25.0,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,CL,CD,-,-,THE,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Needs Build,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,694.0,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19820,2081,GNDR-258-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 09:00AM - 09:50AM, Room to be Announced",Jan 17 2024,May  9 2024,Unknown,Unknown,323
2024SP,20659,C,Unknown,Unknown,Jan 17 2024,May  9 2024,GNDR,261,A,Philosophy & Gender,3.0,09:30:00,10:45:00,-,Y,-,Y,-,Unknown,Unknown,Unknown,Unknown,LEC,E. Roncalli,0.0,24.0,24.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,CL,-,ER,PHL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Needs Build,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,695.0,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19821,2079,GNDR-261-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Room to be Announced",Jan 17 2024,May  9 2024,Unknown,Unknown,324
2024SP,20660,A,Unknown,Unknown,Jan 17 2024,May  9 2024,GNDR,285,A,Sexes and Sensibilities,3.0,12:00:00,12:50:00,Y,-,Y,-,Y,Unknown,Unknown,STCH,17,LEC,"J. Dolan, K. Parsley, J. Ries",6.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,CD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,692.0,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19822,2692,GNDR-285-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, St. Charles Hall, Room 017",Jan 17 2024,May  8 2024,Unknown,Unknown,325
2024SP,20675,A,Unknown,Unknown,Jan 17 2024,May  9 2024,GNDR,309,A,Gender History,3.0,11:00:00,12:15:00,-,Y,-,Y,-,Unknown,Unknown,STCH,34,LEC,J. Fregulia,9.0,30.0,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,HIS,-,-,CL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,696.0,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19834,2082,GNDR-309-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, St. Charles Hall, Room 034",Jan 18 2024,May  9 2024,Unknown,Unknown,326
2024SP,20661,A,Unknown,Unknown,Jan 17 2024,May  9 2024,GNDR,385,A,Sexes and Sensibilities,3.0,12:00:00,12:50:00,Y,-,Y,-,Y,Unknown,Unknown,STCH,17,LEC,"J. Dolan, K. Parsley, J. Ries",5.0,20.0,20.0,Unknown,20.0,10.0,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,-,-,-,-,CD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,692.0,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19823,2693,GNDR-385-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, St. Charles Hall, Room 017",Jan 17 2024,May  8 2024,Unknown,Unknown,327
2024SP,20664,A,Unknown,Unknown,Jan 17 2024,May  9 2024,HI,102,A,Topics in Global History II,3.0,14:15:00,15:30:00,Y,-,Y,-,-,Unknown,Unknown,OCON,102,LEC,D. Pavlakis,27.0,30.0,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,HIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19826,161,HI-102-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 02:15PM - 03:30PM, O'Connell Hall, Room 102",Jan 17 2024,May  8 2024,Unknown,Unknown,331
2024SP,20665,A,Unknown,Unknown,Jan 17 2024,May  9 2024,HI,122,A,US History II,3.0,10:00:00,10:50:00,Y,-,Y,-,Y,Unknown,Unknown,SIMP,101,LEC,D. Cash,52.0,50.0,50.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,HIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,2024SP,19827,1960,HI-122-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Simperman Hall, Room 101",Jan 17 2024,May  8 2024,Unknown,Unknown,332
2024SP,20679,A,Unknown,Unknown,Jan 17 2024,May  9 2024,HI,214,A,20th Century Europe,3.0,18:00:00,21:00:00,-,-,Y,-,-,Unknown,Unknown,OCON,106,LEC,D. Pavlakis,11.0,30.0,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,-,HIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unknown,N,N,Unknown,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,Unknown,Unknown,Unknown,Unknown,UG,15.0,Unknown,+,INST,R2,3.0,T,T,4,N,Y,Y,Y,10.0,3.0,Y,Unknown,19836,1152,HI-214-A,"01/17/2024-05/08/2024 Lecture Wednesday 06:00PM - 09:00PM, O'Connell Hall, Room 106",Jan 17 2024,May  8 2024,Unknown,Unknown,333
