SEC_TERM,COURSE_SECTIONS_ID,SEC_STATUS,SEC_COMMENTS,SEC_PRINTED_COMMENTS,SEC_START_DATE,SEC_END_DATE,SEC_SUBJECT,SEC_COURSE_NO,SEC_NO,SEC_SHORT_TITLE,SEC_MIN_CRED,CSM_START_TIME,CSM_END_TIME,CSM_MONDAY,CSM_TUESDAY,CSM_WEDNESDAY,CSM_THURSDAY,CSM_FRIDAY,CSM_SATURDAY,CSM_SUNDAY,CSM_BLDG,CSM_ROOM,CSM_INSTR_METHOD,SEC_FACULTY_INFO,STUDENTS_AND_RESERVED_SEATS,SEC_CAPACITY,SEC_SCHED_CAPACITY,WAITLIST,XL_CAPACITY,XL_WAITLIST_MAX,CHARGE_AMT_1,CHARGE_AMT_2,CHARGE_AMT_3,AR_CODE_2,AR_CODE_3,sect_AW,sect_FAR,sect_HIS,sect_LIT,sect_CEA,sect_CL,sect_CD,sect_ER,sect_PHL,sect_THE,sect_FYC,sect_GD,sect_ILC,sect_IW,sect_ND,sect_NS,sect_OC,sect_PR,sect_QA,sect_SL,sect_SS,sect_WI,sect_PS,PREREQ,SEC_FACULTY_CONSENT_FLAG,SEC_PETITION_REQD_FLAG,SEC_HIDE_IN_CATALOG,CSM_START_DATE,CSM_END_DATE,NEEDS_BUILD,SEC_OVERRIDE_CRS_REQS_FLAG,SEC_OVR_PREREG_START_DATE,SEC_OVR_ADD_START_DATE,SEC_OVR_DROP_GR_REQD_DATE,SEC_OVR_DROP_END_DATE,SEC_ACAD_LEVEL,SEC_NO_WEEKS,SEC_XLIST,SEC_GRADE_SCHEME,SEC_CRED_TYPE,SEC_REG_RETAKE_POLICY,SEC_BILLING_CRED,SEC_BILLING_METHOD,SEC_BILLING_PERIOD_TYPE,SEC_MIN_ENROLL,SEC_ONLY_PASS_NOPASS_FLAG,SEC_ALLOW_PASS_NOPASS_FLAG,SEC_ALLOW_AUDIT_FLAG,SEC_ALLOW_WAITLIST_FLAG,SEC_WAITLIST_MAX,SEC_WAITLIST_NO_DAYS,SEC_CLOSE_WAITLIST_FLAG,CSM_ROOM_SCHED_TERM,SEC_SYNONYM,SEC_COURSE,SEC_NAME,SEC_MEETING_INFO,SEC_FIRST_MEETING_DATE,SEC_LAST_MEETING_DATE,,,TEST_INDEX
2024SP,20131,A,,,Jan 17 2024,May  9 2024,ED,485,A,Indpendent Study,1,,,-,-,-,-,-,,,,,INDP,J. Helbling,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,N,,,Y,2024SP,19297,815,ED-485-A,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,267
2024SP,20132,A,,,Jan 17 2024,May  9 2024,ED,485,B,Independent Study,1,,,-,-,-,-,-,,,,,INDP,K. Gilboy,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,N,,,Y,2024SP,19298,815,ED-485-B,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,268
2024SP,20133,A,,,Jan 17 2024,May  9 2024,ED,485,C,Independent Study,1,,,-,-,-,-,-,,,,,INDP,To be Announced,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,N,,,Y,2024SP,19299,815,ED-485-C,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,269
2024SP,20134,A,,,Jan 17 2024,May  9 2024,ED,499,A,Senior Thesis,1,,,-,-,-,-,-,,,,,HON,To be Announced,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,N,N,,,Y,2024SP,19300,792,ED-499-A,"01/17/2024-05/09/2024 Honors Thesis Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,270
2024SP,20355,A,,,Jan 17 2024,May  9 2024,ENGR,104,A,Eng Graphics and CAD Applicat,3,8:00AM,9:15AM,-,Y,-,Y,-,,,CENG,201,LEC,S. Bodine,16,30,30,,,,20,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19521,181,ENGR-104-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 08:00AM - 09:15AM, Civil Engineering Building, Room 201",Jan 18 2024,May  9 2024,,,271
2024SP,20356,A,,,Jan 17 2024,May  9 2024,ENGR,302,A,Engineering Mech I: Statics,3,3:00PM,3:50PM,Y,-,Y,-,Y,,,CENG,201,LEC,R. Birgul,9,30,30,,,,10,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19522,188,ENGR-302-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 03:00PM - 03:50PM, Civil Engineering Building, Room 201",Jan 17 2024,May  8 2024,,,272
2024SP,20357,A,,,Jan 17 2024,May  9 2024,ENGR,309,A,Geotechnical Engineering,3.5,2:15PM,3:30PM,-,Y,-,Y,-,,,CENG,201,LEC,R. Breitmeyer,8,20,20,,,,40,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.5,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19523,243,ENGR-309-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, Civil Engineering Building, Room 201 (more)...",Jan 18 2024,May  9 2024,,,273
2024SP,20357,A,,,Jan 17 2024,May  9 2024,ENGR,309,A,Geotechnical Engineering,,3:45PM,5:45PM,-,Y,-,-,-,,,CENG,101,LAB,R. Breitmeyer,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19523,243,ENGR-309-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, Civil Engineering Building, Room 201 (more)...",Jan 18 2024,May  9 2024,,,274
2024SP,20358,A,,,Jan 17 2024,May  9 2024,ENGR,310,A,Structures I,3,10:00AM,10:50AM,Y,-,Y,-,Y,,,CENG,201,LEC,R. Birgul,8,30,30,,,,25,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19524,244,ENGR-310-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Civil Engineering Building, Room 201",Jan 17 2024,May  8 2024,,,275
2024SP,20359,C,,,Jan 17 2024,May  9 2024,ENGR,324,A,Air Quality,2,9:00AM,9:50AM,Y,-,Y,-,-,,,,,LEC,S. Bodine,0,30,30,,,,25,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,2,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19525,1736,ENGR-324-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday 09:00AM - 09:50AM, Room to be Announced",Jan 17 2024,May  9 2024,,,276
2024SP,20360,A,,,Jan 17 2024,May  9 2024,ENGR,326,A,Energy & the Environment (GD),3,9:30AM,10:45AM,-,Y,-,Y,-,,,SIMP,121,LEC,P. Judge,8,20,20,,,,25,,,,,-,-,-,-,-,-,CD,-,-,-,-,GD,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19526,1768,ENGR-326-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 121",Jan 18 2024,May  9 2024,,,277
2024SP,20361,A,,,Jan 17 2024,May  9 2024,ENGR,402,A,Environmental Engineering,3,9:00AM,9:50AM,Y,-,Y,-,Y,,,SIMP,114,LEC,S. Bodine,9,24,24,,,,25,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19527,250,ENGR-402-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 09:00AM - 09:50AM, Simperman Hall, Room 114",Jan 17 2024,May  8 2024,,,278
2024SP,20362,A,,,Jan 17 2024,May  9 2024,ENGR,405,A,Water and Wastewater,4,10:00AM,10:50AM,Y,-,Y,-,Y,,,SIMP,106,LEC,R. Breitmeyer,9,20,20,,,,40,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,4,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19528,252,ENGR-405-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Simperman Hall, Room 106 (more)...",Jan 17 2024,May  8 2024,,,279
2024SP,20362,A,,,Jan 17 2024,May  9 2024,ENGR,405,A,Water and Wastewater,,2:00PM,4:00PM,Y,-,-,-,-,,,CENG,101,LAB,R. Breitmeyer,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19528,252,ENGR-405-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, Simperman Hall, Room 106 (more)...",Jan 17 2024,May  8 2024,,,280
2024SP,20363,A,,,Jan 17 2024,May  9 2024,ENGR,406,A,Structures III,2,11:00AM,11:50AM,Y,-,Y,-,-,,,CENG,201,LEC,R. Birgul,8,30,30,,,,15,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,2,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19529,254,ENGR-406-A,"01/17/2024-05/09/2024 Lecture Monday, Wednesday 11:00AM - 11:50AM, Civil Engineering Building, Room 201",Jan 17 2024,May  8 2024,,,281
2024SP,20364,A,,,Jan 17 2024,May  9 2024,ENGR,412,A,Senior Design Project II,2,11:00AM,11:50AM,-,-,-,-,Y,,,SIMP,106,LEC,"R. Birgul, R. Breitmeyer",8,30,30,,,,25,,,,,AW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,2,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19530,260,ENGR-412-A,"01/19/2024-05/03/2024 Lecture Friday 11:00AM - 11:50AM, Simperman Hall, Room 106",Jan 19 2024,May  3 2024,,,282
2024SP,20365,A,,,Jan 17 2024,May  9 2024,ENGR,425,A,Internship,1,,,-,-,-,-,-,,,,,INTR,M. Keeffe,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,,,+,INST,R2,,T,T,4,N,N,Y,N,,,Y,2024SP,19531,1106,ENGR-425-A,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,283
2024SP,20366,C,,"This course provides hands-on experience in integrating existingýhydrologic and topographic data, calibrating hydrologic andýhydraulic models, and generating analyses for engineering designýand land planning. This course presents background theory andýallows practical application in the lab to correctlyýconceptualize, construct, and calibrate hydrologic and hydraulicýmodels using industry standard software applications. Thisýstart-to-finish experience will allow the participant to performýapplied engineering modeling in government, industry, andýacademic settings.ýýTheoretical groundings, software limitations, applicability, andýcurrent topics within the field will be discussed during lectureýmeetings. Practical lab work will be subdivided into two parts:ý(1) quantification of flow and (2) characterization of flow. Theýfirst half of the course will focus on hydrologic modeling, withýapplied lab work using a U.S. Army Corps of Engineers (USACE)ýHydrologic Engineering Center rainfall-runoff software, HEC-HMSý(Hydrologic Modeling Software). HEC-HMS estimates surface waterýdischarge in a basin catchment area given localized input data,ýincluding rainfall and land use. ýýThe second half of the course will shift to hydraulic modeling ofýsurface flow, and will include a software shift to another USACEýprogram, HEC-RAS (River Analysis System). HEC-RAS enables waterýsurface profile computations, flooding analysis, andýbridge/culvert hydraulic design given runoff quantity, channelýgeometry, and manning value. A third software, HEC-GeoRAS, willýbe introduced to obtain results that can be readily used in anyýGIS software, especially useful for mapping inundation, includingýregulatory floodplains, channel migration zones, dam breaches,ýand more.",Jan 17 2024,May  9 2024,ENGR,489,A,Introduction to H&H Modeling,3,11:00AM,11:50AM,-,Y,-,Y,-,,,,,LEC,To be Announced,0,5,5,,,,30,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,Y,,,,,UG,15,,+,INST,UL,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19532,1109,ENGR-489-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 11:50AM, Room to be Announced (more)...",Jan 17 2024,May  9 2024,,,284
2024SP,20366,C,,"This course provides hands-on experience in integrating existingýhydrologic and topographic data, calibrating hydrologic andýhydraulic models, and generating analyses for engineering designýand land planning. This course presents background theory andýallows practical application in the lab to correctlyýconceptualize, construct, and calibrate hydrologic and hydraulicýmodels using industry standard software applications. Thisýstart-to-finish experience will allow the participant to performýapplied engineering modeling in government, industry, andýacademic settings.ýýTheoretical groundings, software limitations, applicability, andýcurrent topics within the field will be discussed during lectureýmeetings. Practical lab work will be subdivided into two parts:ý(1) quantification of flow and (2) characterization of flow. Theýfirst half of the course will focus on hydrologic modeling, withýapplied lab work using a U.S. Army Corps of Engineers (USACE)ýHydrologic Engineering Center rainfall-runoff software, HEC-HMSý(Hydrologic Modeling Software). HEC-HMS estimates surface waterýdischarge in a basin catchment area given localized input data,ýincluding rainfall and land use. ýýThe second half of the course will shift to hydraulic modeling ofýsurface flow, and will include a software shift to another USACEýprogram, HEC-RAS (River Analysis System). HEC-RAS enables waterýsurface profile computations, flooding analysis, andýbridge/culvert hydraulic design given runoff quantity, channelýgeometry, and manning value. A third software, HEC-GeoRAS, willýbe introduced to obtain results that can be readily used in anyýGIS software, especially useful for mapping inundation, includingýregulatory floodplains, channel migration zones, dam breaches,ýand more.",Jan 17 2024,May  9 2024,ENGR,489,A,Introduction to H&H Modeling,,2:15PM,3:30PM,-,-,-,Y,-,,,,,LAB,To be Announced,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,Y,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19532,1109,ENGR-489-A,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 11:50AM, Room to be Announced (more)...",Jan 17 2024,May  9 2024,,,285
2024SP,20470,A,,,Jan 17 2024,May  9 2024,ENLT,215,A,The Short Story,3,,,-,-,-,-,-,,,OFCP,ONLINE,CYBER,K. Stewart,25,25,25,,,,,,,,,-,-,-,LIT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19636,317,ENLT-215-A,"01/17/2024-05/09/2024 Online (Asynchronous) Days to be Announced, Times to be AnnouncedOff-Campus, Room ONLINE",Jan 17 2024,May  9 2024,,,286
2024SP,20479,A,,,Jan 17 2024,May  9 2024,ENLT,215,B,Intro to Lit: Contemp American,3,2:15PM,3:30PM,-,Y,-,Y,-,,,STCH,17,LEC,D. Tessitore,19,20,20,,,,,,,,,-,-,-,LIT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,3,T,T,4,N,Y,Y,Y,10,3,Y,,19645,317,ENLT-215-B,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, St. Charles Hall, Room 017",Jan 18 2024,May  9 2024,,,287
2024SP,20471,A,,,Jan 17 2024,May  9 2024,ENLT,216,A,Understanding Poetry,3,12:00PM,12:50PM,Y,-,Y,-,Y,,,SIMP,212,LEC,L. Graham,18,18,18,,,,,,,,,-,-,-,LIT,-,-,-,-,-,-,-,-,-,IW,-,-,-,-,-,-,-,WI,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19637,2091,ENLT-216-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, Simperman Hall, Room 212",Jan 17 2024,May  8 2024,,,288
2024SP,20141,C,,,Jan 17 2024,May  9 2024,ENLT,365,A,Young Adult Literature,3,6:30PM,9:00PM,Y,-,-,-,-,,,,,LEC,K. Peterson,0,10,20,,,,,,,,,-,-,-,LIT,-,CL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,676,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19307,2153,ENLT-365-A,"01/17/2024-05/09/2024 Lecture Monday 06:30PM - 09:00PM, Room to be Announced",Jan 17 2024,May  9 2024,,,289
2024SP,20480,A,,,Jan 17 2024,May  9 2024,ENLT,383,A,20th Century British Lit,3,9:00AM,9:50AM,Y,-,Y,-,Y,,,SIMP,234,LEC,L. Graham,13,20,20,,,,,,,,,-,-,-,LIT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19646,337,ENLT-383-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 09:00AM - 09:50AM, Simperman Hall, Room 234",Jan 17 2024,May  8 2024,,,290
2024SP,20481,A,,,Jan 17 2024,May  9 2024,ENLT,397,A,20th Cen U.S. Lit: Short Story,3,2:15PM,3:30PM,-,Y,-,Y,-,,,SIMP,234,LEC,K. Stewart,8,20,20,,,,,,,,,-,-,-,LIT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,,19647,345,ENLT-397-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 02:15PM - 03:30PM, Simperman Hall, Room 234",Jan 18 2024,May  9 2024,,,291
2024SP,20472,A,,,Jan 17 2024,May  9 2024,ENWR,264,A,Intro Creative Writing (WI),3,11:00AM,12:15PM,-,Y,-,Y,-,,,SIMP,234,LEC,L. Graham,15,16,16,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,IW,-,-,-,-,-,-,-,WI,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19638,382,ENWR-264-A,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, Simperman Hall, Room 234",Jan 18 2024,May  9 2024,,,292
2024SP,20473,A,,,Jan 17 2024,May  9 2024,ENWR,305,A,Workplace Writing (WI),3,6:00PM,8:30PM,-,-,Y,-,-,,,OCON,101,LEC,P. Spencer,35,28,28,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,IW,-,-,-,-,-,-,-,WI,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19639,390,ENWR-305-A,"01/17/2024-05/08/2024 Lecture Wednesday 06:00PM - 08:30PM, O'Connell Hall, Room 101",Jan 17 2024,May  8 2024,,,293
2024SP,20474,A,,,Jan 17 2024,May  9 2024,ENWR,306,A,Writing for the Media (WI),3,6:00PM,9:00PM,-,Y,-,-,-,,,STCH,140,LEC,B. Northup,6,25,25,,,,20,,,,,AW,-,-,-,-,CL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WI,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,681,+,INST,R2,3,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19640,391,ENWR-306-A,"01/23/2024-05/07/2024 Lecture Tuesday 06:00PM - 09:00PM, St. Charles Hall, Room 140",Jan 23 2024,May  7 2024,,,294
2024SP,20475,A,,,Jan 17 2024,May  9 2024,ENWR,425,A,Internship,1,,,-,-,-,-,-,,,,,INTR,L. Graham,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,Y,Y,N,,,Y,2024SP,19641,2309,ENWR-425-A,"01/17/2024-05/09/2024 Internship Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,295
2024SP,20476,A,,,Jan 17 2024,May  9 2024,ENWR,461,A,Adv Creative Writing (WI),1,3:45PM,5:00PM,Y,-,Y,-,-,,,SIMP,234,LEC,K. Stewart,7,14,14,,,,,,,,,AW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WI,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19642,398,ENWR-461-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 03:45PM - 05:00PM, Simperman Hall, Room 234",Jan 17 2024,May  8 2024,,,296
2024SP,20477,A,,,Jan 17 2024,May  9 2024,ENWR,485,A,Independent Study,1,,,-,-,-,-,-,,,,,INDP,B. Northup,1,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,N,Y,N,,,Y,2024SP,19643,1113,ENWR-485-A,"01/17/2024-05/09/2024 Independent Study Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,297
2024SP,20478,A,,,Jan 17 2024,May  9 2024,ENWR,499,B,Senior Thesis,1,,,-,-,-,-,-,,,,,HON,To be Announced,0,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,N,,,Y,,19644,795,ENWR-499-B,"01/17/2024-05/09/2024 Honors Thesis Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,298
2024SP,20768,A,,,Jan 17 2024,May  9 2024,ES,124,A,Climate and Environment,3,10:00AM,10:50AM,Y,-,Y,-,Y,,,STCH,34,LEC,P. Heiser,37,36,36,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NS,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19915,2502,ES-124-A,"01/17/2024-05/08/2024 Lecture Monday, Wednesday, Friday 10:00AM - 10:50AM, St. Charles Hall, Room 034",Jan 17 2024,May  8 2024,,,299
2024SP,20769,A,,,Jan 17 2024,May  9 2024,ES,134,A,Climate and Environment Lab,1,2:15PM,5:00PM,-,-,Y,-,-,,,SIMP,214,LAB,P. Heiser,17,15,18,,,,60,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NS,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19916,2553,ES-134-A,"01/17/2024-05/08/2024 Lab Wednesday 02:15PM - 05:00PM, Simperman Hall, Room 214",Jan 17 2024,May  8 2024,,,300
2024SP,20770,A,,,Jan 17 2024,May  9 2024,ES,134,B,Climate and Environment Lab,1,2:15PM,5:00PM,-,-,-,Y,-,,,SIMP,214,LAB,P. Heiser,20,21,21,,,,60,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NS,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19917,2553,ES-134-B,"01/18/2024-05/09/2024 Lab Thursday 02:15PM - 05:00PM, Simperman Hall, Room 214",Jan 18 2024,May  9 2024,,,301
2024SP,20771,A,,,Jan 17 2024,May  9 2024,ES,201,A,Environmental Practicum,1,,,-,-,-,-,-,,,,,PRAC,P. Heiser,0,10,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,Y,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,UL,1,T,T,4,N,Y,Y,N,,,Y,2024SP,19918,400,ES-201-A,"01/17/2024-05/09/2024 Practicum Days to be Announced, Times to be Announced, Room to be Announced",Jan 17 2024,May  9 2024,,,302
